Identifiability of dynamical networks: which nodes need be measured?;Alexandre S. Bazanella, Michel Gevers, Julien M. Hendrickx, Adriane Parraga;Much recent research has dealt with the identifiability of a dynamical network in which the node signals are connected by causal linear time-invariant transfer functions and are possibly excited by known external excitation signals and/or unknown noise signals. So far all results on the identifiability of the whole network have assumed that all node signals are measured. Under this assumption, it has been shown that such networks are identifiable only if some prior knowledge is available about the structure of the network, in particular the structure of the excitation. In this paper we present the first results for the situation where not all node signals are measurable, under the assumptions that the topology of the network is known, that each node is excited by a known signal and that the nodes are noise-free. Using graph theoretical properties, we show that the transfer functions that can be identified depend essentially on the topology of the paths linking the corresponding vertices to the measured nodes. An important outcome of our research is that, under those assumptions, a network can often be identified using only a small subset of node measurements.;https://arxiv.org/abs/1709.04398
Solving nonlinear optimal control problems with state and control delays by shooting methods combined with numerical continuation on the delays;Riccardo Bonalli (1), Bruno Hérissé (1), Emmanuel Trélat (2) ((1) Palaiseau, (2) CaGE);In this paper we introduce a new procedure to solve nonlinear optimal control problems with delays which exploits indirect methods combined with numerical homotopy procedures. It is known that solving this kind of problems via indirect methods (which arise from the Pontrya-gin Maximum Principle) is complex and computationally demanding because their implementation is faced to two main difficulties: the extremal equations involve forward and backward terms, and besides, the related shooting method has to be carefully initialized. Here, starting from the solution of the non-delayed version of the optimal control problem, delays are introduced by a numerical continuation. This creates a sequence of optimal delayed solutions that converges to the desired solution. We establish a convergence theorem ensuring the continuous dependence w.r.t. the delay of the optimal state, of the optimal control (in a weak sense) and of the corresponding adjoint vector. The convergence of the adjoint vector represents the most challenging step to prove and it is crucial for the well-posedness of the proposed homotopy procedure. Two numerical examples are proposed and analyzed to show the efficiency of this approach.;https://arxiv.org/abs/1709.04383
Multi-ordered Lasserre hierarchy for large scale polynomial optimization in real and complex variables;Cedric Josz, Daniel K. Molzahn;We propose general notions to deal with large scale polynomial optimization problems and demonstrate their efficiency on a key industrial problem of the twenty first century, namely the optimal power flow problem. These notions enable us to find global minimizers on instances with up to 4,500 variables and 14,500 constraints. First, we generalize the Lasserre hierarchy from real to complex to numbers in order to enhance its tractability when dealing with complex polynomial optimization. Complex numbers are typically used to represent oscillatory phenomena, which are omnipresent in physical systems. Using the notion of hyponormality in operator theory, we provide a finite convergence criterion which generalizes the Curto-Fialkow conditions of the real Lasserre hierarchy. Second, we introduce the multi-ordered Lasserre hierarchy in order to exploit sparsity in polynomial optimization problems (in real or complex variables) while preserving global convergence. It is based on two ideas: 1) to use a different relaxation order for each constraint, and 2) to iteratively seek a closest measure to the truncated moment data until a measure matches the truncated data. Third and last, we exhibit a block diagonal structure of the Lasserre hierarchy in the presence of commonly encountered symmetries.;https://arxiv.org/abs/1709.04376
Delay-robust control design for two heterodirectional linear coupled hyperbolic PDEs;Jean Auriol (1), Jakob Ulf, Philippe Martin (1), Florent Meglio (1) ((1) CAS);We detail in this article the necessity of a change of paradigm for the delay-robust control of systems composed of two linear first order hyperbolic equations. One must go back to the classical trade-off between convergence rate and delay-robustness. More precisely, we prove that, for systems with strong reflections, canceling the reflection at the actuated boundary will yield zero delay-robustness. Indeed, for such systems, using a backstepping-controller, the corresponding target system should preserve a small amount of this reflection to ensure robustness to a small delay in the loop. This implies, in some cases, giving up finite time convergence.;https://arxiv.org/abs/1709.04274
Strong local optimality for generalized L 1 optimal control problems;Francesca Chittaro (1), Laura Poggiolini (2) ((1) LSIS, (2) DMA);In this paper, we analyse control affine optimal control problems with a cost functional involving the absolute value of the control. The Pontryagin extremals associated with such systems are given by (possible) concatenations of bang arcs with singular arcs and with inactivated arcs, that is, arcs where the control is identically zero. Here we consider Pontryagin extremals given by a bang-inactive-bang concatenation. We establish sufficient optimality conditions for such extremals, in terms of some regularity conditions and of the coercivity of a suitable finite-dimensional second variation.;https://arxiv.org/abs/1709.04266
Two-step benchmarking: Setting more realistically achievable targets in DEA;Nuria Ramón, José L. Ruiz, Inmaculada Sirvent;The models that set the closest targets have made an important contribution to DEA as tool for the best-practice benchmarking of decision making units (DMUs). These models may help defining plans for improvement that require less effort from the DMUs. However, in practice we often find cases of poor performance, for which closest targets are still unattainable. For those DMUs, we propose a two-step benchmarking approach within the spirit of context-dependent DEA and that of the models that minimize the distance to the DEA efficient frontier. This approach allows to setting more realistically achievable targets in the short term. In addition, it may offer different alternatives for planning improvements directed towards DEA efficient targets, which can be seen as representing improvements in a long term perspective. To illustrate, we examine an example which is concerned with the research performance of public Spanish universities.;https://arxiv.org/abs/1709.04236
Numerical Study of Polynomial Feedback Laws for a Bilinear Control Problem;Tobias Breiten, Karl Kunisch, Laurent Pfeiffer;An infinite-dimensional bilinear optimal control problem with infinite-time horizon is considered. The associated value function can be expanded in a Taylor series around the equilibrium, the Taylor series involving multilinear forms which are uniquely characterized by generalized Lyapunov equations. A numerical method for solving these equations is proposed. It is based on a generalization of the balanced truncation model reduction method and some techniques of tensor calculus, in order to attenuate the curse of dimensionality. Polynomial feedback laws are derived from the Taylor expansion and are numerically investigated for a control problem of the Fokker-Planck equation. Their efficiency is demonstrated for initial values which are sufficiently close to the equilibrium.;https://arxiv.org/abs/1709.04227
Breaking Bellman's Curse of Dimensionality: Efficient Kernel Gradient Temporal Difference;Alec Koppel, Garrett Warnell, Ethan Stump, Peter Stone, Alejandro Ribeiro;We consider policy evaluation in infinite-horizon discounted Markov decision problems (MDPs) with infinite spaces. We reformulate this task a compositional stochastic program with a function-valued decision variable that belongs to a reproducing kernel Hilbert space (RKHS). We approach this problem via a new functional generalization of stochastic quasi-gradient methods operating in tandem with stochastic sparse subspace projections. The result is an extension of gradient temporal difference learning that yields nonlinearly parameterized value function estimates of the solution to the Bellman evaluation equation. Our main contribution is a memory-efficient non-parametric stochastic method guaranteed to converge exactly to the Bellman fixed point with probability with attenuating step-sizes. Further, with constant step-sizes, we obtain mean convergence to a neighborhood and that the value function estimates have finite complexity. In the Mountain Car domain, we observe faster convergence to lower Bellman error solutions than existing approaches with a fraction of the required memory.;https://arxiv.org/abs/1709.04221
Long time behavior of the master equation in mean-field game theory;Pierre Cardaliaguet (1), Alessio Porretta (2) ((1) CEREMADE, (2) DIPMAT);Mean Field Game (MFG) systems describe equilibrium configurations in games with infinitely many interacting controllers. We are interested in the behavior of this system as the horizon becomes large, or as the discount factor tends to 0. We show that, in the two cases, the asymptotic behavior of the Mean Field Game system is strongly related with the long time behavior of the so-called master equation and with the vanishing discount limit of the discounted master equation, respectively. Both equations are nonlinear transport equations in the space of measures. We prove the existence of a solution to an ergodic master equation, towards which the time-dependent master equation converges as the horizon becomes large, and towards which the discounted master equation converges as the discount factor tends to 0. The whole analysis is based on the obtention of new estimates for the exponential rates of convergence of the time-dependent MFG system and the discounted MFG system.;https://arxiv.org/abs/1709.04215
Setpoint Tracking with Partially Observed Loads;Antoine Lesage-Landry, Joshua A. Taylor;We use online convex optimization (OCO) for setpoint tracking with uncertain, flexible loads. We consider full feedback from the loads, bandit feedback, and two intermediate types of feedback: partial bandit where a subset of the loads are individually observed and the rest are observed in aggregate, and Bernoulli feedback where in each round the aggregator receives either full or bandit feedback according to a known probability. We give sublinear regret bounds in all cases. We numerically evaluate our algorithms on examples with thermostatically controlled loads and electric vehicles.;https://arxiv.org/abs/1709.04077
